,datePublished,user,text_header,verified,text_content,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
569,16th January 2017,Biju Raj,"""staff very arrogant and rude""",✅ Verified Review , Madurai to Bagdogra via Chennai with SpiceJet. In their run for on-time performance this airline now takes passengers for a ride. The staff at the gates are very arrogant and rude. I traveled from Madurai to Chennai on SpiceJet. I landed on-time and had a connection to Bagdogra. My flight was at 10.25 hrs and was denied boarding when I reached the gate at 10.00. The irony is the fact I was called from the gate at 10.00 to ask if I am on my way when I was on the escalator leading to the the ground floor gate 14. Within a minute I was at the gate and they say the flight has been cleared and will be pushing back. My question why I was called if the flight was cleared was not answered and also I wanted them to put the time and reason for boarding denial on my boarding pass. This was not done and they swiftly took me to security check and asked me to leave. There again the problem starts. The staff at the main exit gate will not allow you to leave unless staff update the records. I had to run behind the staff for half an hour to get it done and get out. I take at least 15-20 flights a month and this is the only airline I have found so rude.,NA,Business,Economy Class,IXM to IXB via MAA,January 2017,3,1,2,NA,1,NA,1,no
570,31st December 2016,Abin Baby,"""very rude staff""",✅ Verified Review ," Dubai to Kochi with SpiceJet. I understand that delayed flights happen, however I did not receive any information from the airline and when I arrived in the airport the flight was already delayed by 6 hours. Very rude staff. I did not expect this kind of attitude. I'm at the boarding gate - it's already 9:40am and we have supposed to have left but still no information for the new departure time. Passengers just waiting without any assistance and further information. Not recommended",NA,Business,Economy Class,DXB to COK,December 2016,3,3,3,2,1,3,4,no
571,14th December 2016,R Locke,"""poor level of service""",NA,"Delhi to Udaipur with SpiceJet. Second short notice cancellation of flights booked months in advance. No offer of assistance. Airline is a joke. They cancel within two weeks of the flight, but then advise that my refund will take at least 30 days. Keep away from this operator. I am a former pilot and have never experienced this poor level of service and back up options before.",NA,Couple Leisure,Economy Class,DEL to UDR,December 2016,1,1,NA,NA,1,NA,1,no
572,13th December 2016,Shyam Sundar,"""short and pleasant flight""",✅ Verified Review ,"  Kochi to Chennai. Was a short and pleasant flight. Prebooked meal and priority baggage delivery and it worked well. but the time wasn't on positive side, flight was repeatedly delayed in Kochi for more than 4 hrs and its lost its purpose. Leaving the punctuality aside, all other worked really well. I hope its one of those incident for flight delay and rest all is well.",Q400,Business,Economy Class,COK to MAA,April 2016,4,4,3,NA,4,NA,4,yes
573,23rd November 2016,Sunil Sabbineni,"""no announcement has been made""",✅ Verified Review ,"  Due to fly Spicejet from Vijayawada to Chennai. Flight delayed by 5.5 hrs. Standard Departure time is 17.20 and actual departure time given is now 22.50. Even though the flight is late, no announcement has been made on the PA system with no one notifying passengers in Vijayawada. I arrived to the airport at 15.40 and the flight is at 22.50, no food or refreshments have been provided.",NA,Business,Economy Class,VGA to MAA,November 2016,3,3,NA,NA,1,NA,2,no
574,19th November 2016,Anish Madkaikar,"""seating arrangements are uncomfortable""",✅ Verified Review ,"  My experience with SpiceJet was very poor flying from Mumbai to Goa. The flight was delayed by 90 minutes, after boarding I asked for water but the air hostess was very rude, I asked thrice before takeoff but there was no response. The service was poor, seating arrangements are uncomfortable with not have enough legroom. The food is very expensive and of poor quality.",NA,Family Leisure,Economy Class,BOM to GOI,November 2016,1,1,1,1,1,1,1,no
575,15th November 2016,Sushant Pande,"""hugely impressed with the service""",✅ Verified Review ,"  BLR-DEL on B737-800. As it was Diwali day, huge rush at the check in counter, but the agents manning the counters were efficient and did a seamless check in. I was flying with Spicejet after close to 9 years, so was looking forward to the experience. Boarding was swift and without major issues. Seats cushioning was good (better than Indigo) but space was a constraint. As my ticket was a Corporate one, meal was included. I was served a full breakfast (consisting of Idli, Vada, Uttapam, Sambhar, croissant and butter). This itself was pretty heavy and I was impressed with the meal (Indigo fares so low on the meal part). After that crew asked me if I wanted a beverage. Opted for tea. They gave me a big cup of tea along with a large cookie. There was no end to the breakfast. Was hugely impressed with the service and the professionalism of the crew. To top it off, an on time arrival in DEL. Would definitely recommend Spicejet.",Boeing 737-800,Business,Economy Class,BLR to DEL,October 2016,2,5,5,NA,3,NA,4,yes
576,6th November 2016,G Varesani,"""terrible on time performance""",✅ Verified Review ,"  Delhi to Dharamsala, Amritsar to Delhi and Delhi to Goa. I had 3 flights booked with this airline in the same month - the first was delayed by over 3 hours, the second was rescheduled to an earlier time without any communication and the third was fraught with airport handling issues.  Good communication and empathy softens even the toughest customers and yet this airline does not understand this very basic of customer service. Not only did the airline not understand the impact of the delays/reschedule, they dismissed the claim of paying the fare difference for the second flight which we had to book urgently on another airline which ended up costing us more than the value of the entire trip (4 flight legs). I warn potential customers - do not be tempted by the lower cost that this airline purports to offer - the delays and reschedule will end up costing you an arm and a leg. There are other low cost airlines in India and I strongly advise you to travel with them over Spicejet. I am not sure how many people find the time to write a review but I did hear chatter at the gate (for the first flight that was delayed by over 3 hours) from other passengers who said they have also never seen an airline with this terrible on time performance. I have rated the airline 1 on some aspects below only because there is no option of a negative rating.",NA,Couple Leisure,Economy Class,DEL to DHM,October 2016,1,1,NA,NA,1,NA,1,no
577,18th October 2016,Sadia Khan,"""thank the cabin crew""",✅ Verified Review ,"  Belagavi to Bengaluru. My main aim to write this review, is to thank the cabin crew with Spicejet for making my flight a memorable one by just being a warm and friendly host on board. A simple personalised greeting to a people of a particular region, or just a generous compliment all these go a long way in making someone's day. Keep it up!",NA,Family Leisure,Economy Class,IXG to BLR,October 2016,5,5,5,NA,3,NA,5,yes
578,1st October 2016,Shoaib Kudsi,"""pathetic experience as always""",✅ Verified Review , Bangalore to Pune with SpiceJet. Pathetic experience as always - flight delayed by 20 minutes and then 35 minutes with a total of 55 minutes delay. I would suggest paying a bit more but go for another airline. This is not the first time I have experienced this issue with SpiceJet.,NA,Solo Leisure,Economy Class,BLR to PNQ,October 2016,2,3,1,1,2,1,2,no
579,16th September 2016,Babylatha Nair,"""great hospitality and care""",✅ Verified Review ,  Dubai to Kochi. I sprained my right leg one hour before reporting at Dubai airport. The ground staff of Spice Jet arranged wheel chair for me. After that when I boarded the flight the crew were very caring and responsible.  I am staying in Dubai for last 15 years and a regular flyer in different airlines many times in a year. I never had such a warm welcome and care in any other flight.  Thank you for the great hospitality and care shown by your airline staff.,NA,Family Leisure,Economy Class,DXB to COK,September 2016,4,5,3,NA,3,NA,4,yes
580,17th August 2016,Pankaj Jain,"""really a pathetic service""",NA,"Hyderabad to Delhi with SpiceJet. I don't recommend this airline. For my flight, I got a message about 24 hrs before that my flight is delayed by around 90 mins citing operational reasons. Upon enquiring, they couldn't provide any further details and customer service representative hung the phone in middle of conversation, which was very rude. This delay caused my planning to be derailed. Really a pathetic service.",NA,Solo Leisure,Economy Class,HYD to DEL,August 2016,1,1,NA,NA,1,NA,1,no
581,8th August 2016,P Rajahli,"""the worst ever experience""",✅ Verified Review ,"  I flew on 1st July from Dubai to Belgaum via Mumbai. Unfortunately my both bags did not arrive in Mumbai. The same was with more than 50+ passengers. We were given the Baggage irregularity report to be filled and told bags will be sent to our house address by next day. Nothing came till 4 days. After lot of follow up with Mumbai I received my 1 bag. Other bag was still missing. I made loads of call to Mumbai contact nos given to me but most of the times they did not answer and if they answer they give wrong information that all bags have come we are searching your bag. Even the customer service did not give clear reply. I came back to Dubai on 24th and on 27th found out that my bag was lying in Dubai only. This is the co-ordination level of Spicejet. Even after 27th the customer service team writes to me that they are working on the same and will get back asap (what a great level of co-ordination). Now they want me to settle down by giving a 1000 Rs voucher, for which I should fly spice jet again. This was the worst ever experience.",NA,Solo Leisure,Economy Class,DXB to IXG via BOM,July 2016,1,1,1,NA,1,NA,1,no
582,22nd July 2016,Didon Dsouza,"""good flight for the fare paid""",NA,"Flew with SpiceJet from Mangalore to Mumbai on 22 July 2016. Bagged tickets on sale which was very cheap. The check in took some time but I was given a window seat (on request) so I won't complain much about that. Boarding was systematic even though the flight had 95% occupancy. The flight was dot on time. Cabin was a bit smelly. Leg room was pretty good for a one and a half hour flight. Cabin crew were okay, nothing much about them. Landed before schedule at terminal 1B which I always like about SpiceJet. Overall a good flight for the fare paid.",Boeing 737,Solo Leisure,Economy Class,IXE to BOM,July 2016,3,4,NA,NA,4,NA,5,yes
583,13th July 2016,Vikram Gidwani,"""delayed by 45 minutes""",✅ Verified Review ,"  
The flight was delayed by 45 minutes in Jaipur for no apparent reason. It finally took off at 11.45 am. Journey was supposed to be only 40 mins. Upon reaching Delhi at 12.25 it kept circling around the airport for an hour. The staff gave air traffic congestion as the cause while other flight we landing on time. Upon arrival in Delhi the ground staff misplaced the luggage and there was no one available to provide the info about luggage. After 40 mins of searching and arguing we finally got our luggage. Instead of arriving in Delhi at 12 pm, we arrived there at 2 pm which made me miss my subsequent flight at 1.55 pm. Very poor on part of Spicejet.",NA,Business,Economy Class,JAI to DEL,July 2016,2,1,1,NA,1,NA,1,no
584,8th July 2016,T Madera,"""technical problem with aircraft""",✅ Verified Review ,"  Received email from Spicejet stating SG16, Dubai - Ahmedabad rescheduled due to operational reasons and was offered option to fly via BOM. On the night of departure, SG14, Dubai - Mumbai rescheduled by 1.15 hr due to late arrival of incoming aircraft. Boarding commences at 0445 but suspended midway, stating technical problem with aircraft. 2 hours pass by, aircraft towed away from gate, all displays and personnel disappear from vicinity. Rumours aloof stating SG has not cleared its airport dues, aircraft problems, etc.. Finally, aircraft takes off at 0830hrs and lands BOM 5 hrs late only to discover SG BOM-AMD flight cancelled. Bought new ticket with different carrier and continued journey to AMD.",Boeing 737-800,Solo Leisure,Economy Class,DXB to AMD via BOM,June 2016,1,2,1,NA,1,NA,1,no
585,10th June 2016,Snehal Gala,"""no proper response from the staff""",NA,"The flight from Bangalore to Mumbai was late by 4 hours initially which got extended with 1 more hour. No messages were sent regarding the delay. Reason given was technical issues which I do understand but the problem was there was no proper response from the staff when we enquired. 5 hour long wait at the airport, was provided with food and small bottles per boarding pass along with food which was given at 7.30. No provision of extra water, we had to buy that. When asked about the flight at 11 pm which was the timing after first delay the crew said ""we have no idea"" and were reluctant to call the manager. A really poor experience, not because the flight was delayed but because the passengers were not given proper attention. Will think twice before travelling with SpiceJet again. Disappointed.",NA,Family Leisure,Economy Class,BLR to BOM,June 2016,1,1,NA,NA,1,NA,1,no
586,4th June 2016,Aswath Gopal Chengalath,"""careless approach to travellers""",✅ Verified Review ,  Please think twice before you choose to fly with SpiceJet. This is my first fly with them flying from Dubai to Cochin but i was disappointed with the service. Flight was delayed by almost 2 hours 30 mins but the most irritating part was that staff did not provide passengers with any information and tried to argue with you when you enquired. I have never noticed such a careless approach to travellers.,A340,Solo Leisure,Economy Class,DXB to COK,June 2016,3,2,4,NA,2,NA,4,no
587,19th May 2016,D Manocha,"""a wonderful experience""",✅ Verified Review ,  Dehradun to Delhi with Spicejet. Had a wonderful experience. It was my first flight and of course I was very nervous. The cabin crew was very polite and cooperative. My nervousness was on my face so their polite words calmed me down. The meal was really good. Will travel again and recommend others for sure.,NA,Solo Leisure,Economy Class,DED to DEL,May 2016,4,5,4,NA,4,NA,4,yes
588,15th April 2016,T Johar,"""horrible experience""",✅ Verified Review ,"  Horrible experience with SpiceJet from Chandigarh to New Delhi. Flight was delayed by around 1:30 hrs and we missed our connecting Indigo flight and had to book fresh tickets. On top of being delayed, our bag was missing at New Delhi for around 30-45 mins. We had used ""Baggage First"" option and paid Rs 100 each for the bags to come out first on the belt. Bags were marked as ""Priority"" but when we arrived 1 bag came late with no priority. Our second bag didn't arrive. When we went to SpiceJet counter they had to ask the staff to bring the bag from plane. We finally got our bag after 30-45 mins of waiting.",NA,Couple Leisure,Economy Class,IXC to DEL,February 2016,1,1,1,1,1,1,1,no
589,6th April 2016,Amrish Sahgal,"""advised to avoid this airline""",✅ Verified Review ,"  The Goa to Delhi flight with SpiceJet was delayed by 3 hours ""for operational reasons"". When we reached Delhi an onboard announcement was made that our checked-in baggage was to be collected from belt 2. After about half the baggage had been put on belt 2, further bags stopped coming and even the sign on the belt changed to Indigo airlines. After about 10 minutes some passengers discovered their bags on belt 3 which was assigned to Indigo. Another 30 minutes passed. No baggage. Some 30 passengers waiting. The Spicejet desk informed one of us that all baggage had been offloaded and had been delivered. Shortly, a ground assistant of the airline came to the belt and upon being asked what had happened to the bags told us, ""Such things happen"". Meanwhile, baggage of a subsequent Spicejet flight starts coming on belts 2 and 3 which are both having signage of Indigo Another 15 minutes go by. She is still circulating among the irate passengers, ""In a little while I shall find out what the problem is."" or ""I will have to go to the aircraft to find out what the problem is."" or ""Why are you complaining to me?"" Eventually, after a wait of 65 minutes, the rest of the bags start trickling in, one at a time with long gaps in between. After my bag came, I asked her, ""Where are our bags?"" Her reply, ""Give me some time to find out"" A totally clueless dead-loss customer relations executive. I had flown Spicejet after a gap of many years. On earlier flights I had found them customer-unfriendly and had boycott them for years. Readers would be well advised to avoid this airline.",NA,Business,Economy Class,GOI to DEL,April 2016,3,4,NA,NA,1,NA,2,no
590,24th March 2016,Sandesh Kshatriya,"""the crew was good""",✅ Verified Review ,"  Varanasi to Mumbai with Spicejet. Flight departed at 0730pm and arrived at 1005pm, delayed almost 35mins but this was due to congestion over BOM airspace. Aircraft was leased from a foreign company Czech registered with foreign pilots and one foreign crew member. It was the same aircraft that I flew out on, so seats were the same cramped - so much so that I had to sit diagonally to fit into the seat which is very uncomfortable on a 2 hour flight. The crew was good and offered complimentary water in cups, and smiles on faces around the cabin.",Boeing 737-800W,Family Leisure,Economy Class,VNS to BOM,February 2016,1,4,NA,NA,3,NA,4,yes
591,24th March 2016,Sandesh Kshatriya,"""seats were extremely cramped""",✅ Verified Review ,  Mumbai to Varanasi on Spicejet. Flight departed at 0720 and arrived at 0920 on time with smooth takeoff and landing. Aircraft was leased from a Czech registered company with foreign pilots and one foreign crew member. Seats were extremely cramped. Crew was good and offered complimentary water in cups.,Boeing 737-800W,Family Leisure,Economy Class,BOM to VNS,February 2016,1,4,NA,NA,3,NA,4,yes
592,3rd March 2016,Adarsh Ilango,"""definitely prefer SpiceJet again""",NA,"Travelling on route Port Blair to Chennai. The flight departed 10 minutes before scheduled time. We had opted for SpiceMax. Wonderful experience. Extra legroom and comfortable seats. Good inflight meals, though available for purchase. The flight landed 30 minutes before time. A great experience. Will definitely prefer SpiceJet again.",Boeing 737-800,Family Leisure,Economy Class,IXZ to MAA,December 2015,5,5,4,3,5,NA,5,yes
593,18th February 2016,Jiby Koshy,"""Very disappointing""",NA,"Dubai to Pune, and have been a frequent flyer with Spicejet. Usually book the Spice max tickets only for the extra legroom. Did the same this time only to know they have reduced the extra legroom to normal. Not sure why I should be paying extra to get a normal seat. Also when I contacted the call centre agent they didn't mention of any changes. Very disappointing.",Boeing 737,Solo Leisure,Economy Class,DXB to PNQ,February 2016,1,2,2,1,1,NA,3,yes
594,16th February 2016,Liam Gillespie,"""service was excellent""",NA,"Had a great experience with Spicejet from Kochi to Mumbai in the air but a pretty poor one on the ground with this airline. At check-in the Spicejet employee asked to see the credit card I booked the tickets with. I explained that between booking my tickets and travelling, my card had expired and I had been given a new one by my bank. Hardly a rare occurrence, I would assume. I had to explain this to him three times but he still asked the same question. He eventually called his supervisor who also asked me the same question, forcing me to explain again. She then called another supervisor who checked my passport and let us check in. This caused quite a delay and unnecessary annoyance. However, when we boarded and departed (on time) the service was excellent - friendly and welcoming cabin staff, clean and comfortable cabin with decent leg room (I'm 6'1"" and it was more than ok for a few hours) and good value/tasty food. I'd definitely fly with Spicejet again.",Boeing 737-800,Solo Leisure,Economy Class,COK to BOM,February 2016,5,5,5,NA,2,NA,5,yes
595,9th February 2016,Sukhjeet Kaur,"""manners not appreciated""",NA,"On 3rd February I took a flight from Mumbai to Kashmir from Indigo. Service at the counter was efficient and prompt. I exceeded my check-in weight limit but the counter staff acknowledged that I had no handcarry and allowed me to check in the excess weight as well, and this left a very positive impression of IndiGo. On 6th February I took a flight from Kashmir to Amritsar using SpiceJet. No complains although nothing was memorable. Most likely because my baggage was underweight and I had no Handcarry. On 9th February I had another flight with SpiceJet from Amritsar to Delhi. This time my baggage exceeded the weight limit. I had no handcarry but the staff was adament I remove items from the baggage and handcarry them. It is a simple request which can be adhered if communicated well. I was in queue for almost half an hour and shoved left and right between counters. I maintained my cool because I understand the staff was busy. Once again the counter staff told me to continue waiting as passengers from earlier flights will need to check in first.  Does that mean the counter staff will rudely tell you off to remove the excess weight immediately or pay the additional fees. I am expected to wait for ages for the counter to serve me but when I am need to remove the items from my baggage, I have to let all other people to finish checking-in? Another group of passengers were complaining and they got served immediately. So should I assume that manners are not appreciated by SpiceJet? As a result the staff does not have respect for the passengers? My flight to Delhi was scheduled at 4.10pm. My boarding pass said 2.55pm. When I asked the staff about the timing, they don't know what time will the flight depart. They told me to wait and listen to the announcement. How much better can this experience with SpiceJet get?",NA,Solo Leisure,Economy Class,ATQ to DEL,February 2016,1,1,NA,NA,1,NA,1,no
596,8th February 2016,J Nollman,"""didn't pay close attention""",NA,"We bought a ticket for February 2, using their difficult online process with the safari browser. We didn't pay close attention to the ticket we received, until we arrived at Colombo Airport 3 hours before the flight. We then learned that our ticket was for February 15.  We also learned that they had empty seats. We explained to the manager that we had to leave Sri Lanka because our visa was just about finished. He offered no help, and wouldn't even call the main office to get us a seat on the plane. So we were forced to buy a new ticket on SriLanka Airlines at the airport, and fly out that way. As I write this, I have emailed SpiceJet three times to get our money back. And understand that our tickets are still good for another week. So far, the only response I get from their customer support, is that I need to write someone else, but they don't tell me who that is. We alerted our credit card company, and hopefully we can get our money back that way.",NA,Couple Leisure,Economy Class,CMB to IXM,February 2016,NA,NA,NA,NA,1,NA,1,no
597,7th January 2016,Prayash Giria,"""Food was forgettable""",NA,"Several SpiceJet flights last year, ending with Goa to Mumbai. Marked improvement in on-time performance. Crew is not rude but not bothered. Food was forgettable. Decent experience for the fares offered. Bothered by lack of branding on newly acquired aircraft though.",NA,Couple Leisure,Economy Class,GOI to BOM,October 2015,3,2,2,NA,3,NA,4,yes
598,6th January 2016,Sidath Baranage,"""very average experience""",NA,"Traveled SpiceJet from Colombo to Bangalore via Chenna return in Dec/Jan on a Q400 aircraft. Overall, it was a very average experience. The ground staff were very friendly and welcome. However, the cabin crew was the opposite as they looked tired and although they tried to be friendly, they weren't welcoming. The vegetarian subs they had on board was pathetic and considering the cheap quality, the price charged for the subs was quite high. The cabin experience is standard as you really can't expect much from a regional aircraft like the Q400 but I really feel that Colombo being an international sector with high demand, SpiceJet needs to use a Boeing 737. Will only recommend Spicejet if there is an excellent deal.",Bombardier Q400,Family Leisure,Economy Class,CMB to BLR via MAA,December 2015,3,2,1,NA,5,NA,2,no
599,5th January 2016,John Sisson,"""a great experience""",NA,Chennai to Delhi with Spicejet. A great experience. Customer service at Chennai was excellent. Managed to book in early and the whole process was calm and smooth. Flight left slightly early and arrived 10mins early in Delhi. The onboard experience was also fine. Seats spacious enough and staff conscientious. Absolutely no complaints from any side.,Boeing 737-800,Couple Leisure,Economy Class,MAA to DEL,January 2016,3,4,4,NA,4,NA,5,yes
600,17th November 2015,Jiresh Jayaraj,"""wonderful SpiceJet flight """,NA,"It was a wonderful SpiceJet flight with a low fare from Dubai to Madurai. I appreciated the acptain for this too. The cabin was neat and tidy and the cabin crew was really good, especially a stewardess who was bubbling with energy throughout the four hours. She was full of positive energy with a smile and readiness to serve. It ws great flight.",Boeing 737,Business,Economy Class,Dubai to Madurai,November 2015,5,5,5,NA,5,NA,5,yes
601,19th October 2015,Kevin Samuel,SpiceJet customer review,NA,I was travelling SpiceJet from Pune to Dubai last week. They had clearly stated in the information card that we can pay for the items in the menu using the Indian Currency or the destination currency. Since I didnt have much of Rupees i decided to pay in Dirhams. I offered 100 AED for an item of 15AED. They said they didnt have change so I had to skip dinner. They also didnt have most of the items shown in the menu card. There was no TV in the flight which made it boring.,NA,Solo Leisure,Economy Class,PNQ to DXB,October 2015,2,3,1,1,1,1,2,no
602,12th September 2015,A Valasubramanian,"""Very bad customer service""",NA,"Although SpiceJet claims it is low cost, the fare is more as they are monopoly in this sector. My problem this time is non receipt of baggage in Dubai.  After checking with the Lost baggage office, they show us a list of passengers whose baggage were offloaded. There was no airline staff to guide stranded passengers. We came to know that 25 bags were offloaded. After filing the lost baggage complaint, there was no way to reach SpiceJet office to arrange delivery in Abu Dhabi the next day. Finally reached them in their India toll free number. However they were not willing to deliver in Abu Dhabi. Finally I had to make arrangement to collect from Dubai airport. Their customer service was very poor.  Very bad customer service. Only trying to increase their revenue at all cost.",NA,Business,Economy Class,Madurai to Dubai,June 2015,3,1,NA,NA,1,NA,1,no
603,3rd September 2015,R Soumyadeep,SpiceJet customer review,NA,"I took the SpiceJet flight from Chennai to Kolkata. Boarding was on time but flight was delayed a bit and started running 15 mins late. Anyway that didn't matter because it reached Kolkata on time. The seats onboard were comfortable., and the food was okay. Overall was a nice flight.",NA,Solo Leisure,Economy Class,Chennai to Kolkata,July 2015,4,4,3,NA,3,NA,5,yes
604,23rd July 2015,Josh Stephen,SpiceJet customer review,NA,Booked on this airline month a ago to fly Chennai to Hyderabad. Airline cancelled the flight without providing valid reason and did not offer any acceptable alternative. Did not accommodate on an earlier flight even though there was a scheduled flight. Offered refund at such short notice and had to buy another ticket at a premium (5 times the cost originally paid). No apologies and ordinary people like me feel trapped.,NA,Solo Leisure,Economy Class,Chennai to Hyderabad,July 2015,1,1,NA,NA,1,NA,1,no
605,2nd July 2015,Arti Gupta,SpiceJet customer review,NA,"My experience on SpiceJet was the worst I have ever had. It started off right from Dubai airport at check-in. My flight was meant to depart at 23:10hrs. The display said 23:10 when we entered the queue and within minutes the display for Delhi departure turned to 02:20hrs. A member of the ground staff came to the queue and announced all Delhi passengers to leave the queue as the Delhi check-in had been closed - no reason was given. So my son and I left the queue and sat down in the waiting area. After about 45 minutes we asked another member of staff and we were told the check-in had re-opened - no announcement had been made though. After check-in I contemplated returning home and coming back 2.5 hours later - when I asked how I can get accurate flight status I was told it is best to hang around at the airport. Even the SpiceJet website would not give up to date information as the delay was owing to incoming flight being diverted to Mumbai. So we decided to stay on airport. The flight was further delayed to 03:30hrs. After an uncomfortably long wait we finally boarded. Everyone was tired and the cabin lights were dimmed after take-off. I thought I should use the washroom before settling down. To my horror I found there was no soap or hand towels. When I asked the cabin crew they said ""sorry madam, it is finished. This flight was diverted to Mumbai and the aircraft was not serviced in Dubai so we have run out of supplies"". I returned to my seat and tried to get some sleep. The rest of the flight was uneventful but devoid of service of any kind. There was no drinks and snacks, even though it is meant to be a paid service. Not even water was offered to the passengers - only those who asked got it. At one point I woke up and went to the galley to ask for water and the air hostesses were asleep! Unacceptable standards of service. Agreed SpiceJet is a budget airline but even so there is something called professionalism which was totally lacking here. Needless to say, I am not looking forward to my return flight.",NA,Family Leisure,Economy Class,Dubai to Delhi,July 2015,2,1,NA,NA,1,NA,3,no
606,30th June 2015,M Bertram,SpiceJet customer review,NA,"Considering the cost of our tickets we weren't expecting too much, however SpiceJet were perfectly adequate for the 2 hour flight. I found the seats comfortable although my much taller partner found them to be cramped (as we hadn't opted to pay extra for the extra leg room). Both ground crew and flight attendants were friendly. The most important part though was that the flight departed on time, arrived on time and our checked baggage made it.",Boeing 737,Couple Leisure,Economy Class,Kolkata to Delhi,June 2015,3,4,NA,NA,4,NA,4,yes
607,22nd May 2015,Kumar Sanjay,SpiceJet customer review,NA,Very bad experience on flight SG 3309 from Chennai to Bangalore 21 May 2015. 1) Asked twice for an air sickness bag but not provided with one until the end of our journey. 2) They did not switch on the air-conditioning properly - everyone was complaining. 3) The bus for transfer from the gate to airplane was very hot and they stopped near the plane for more than 10 minutes. 4) Airplane was not cleaned properly.,NA,NA,Economy Class,NA,NA,2,1,3,2,NA,NA,1,no
608,17th March 2015,Varun Jain,SpiceJet customer review,NA,Travelled on 3rd March 2015 to DEL-KOCHI and KOCHI-DEL on 8th March 2015. DEL-Kochi was a pleasant journey. As it's a low cost airline there was no inflight entertainment. We had opted for pre-booked meal options but we've got SMS that food will not be served. When enquired with the cabin crew they didn't have any concrete answers. Anyway flight landed on time. Kochi-DEL. Flight was scheduled to leave at 7pm from Kochi but delayed by 1.5-2 hrs. It was scheduled to stop at Mumbai but changed to Hyderabad. At Hyderabad no one was sure whether we continue in the same flight or change planes. After 10-20 mins we learnt that we needed to get on another plane. Again we got the message that meals are not available in the flight and even no water bottle given to us in all the flights. I am not sure why they still have the meal option on their website. In terms of ticket pricing rates are cheaper than other airlines but it doesn't matter if they are not able to provide the basic things.,NA,NA,Economy Class,NA,NA,2,3,1,1,NA,NA,2,no
609,20th November 2014,D Chow,SpiceJet customer review,NA,SG105 DEL-IXZ (Port Blair Andaman Islands) via Kolkata. On time on the way to IXZ. Staff were pretty helpful. Free water bottles distributed during layover in CCU. They do not let you out of the aircraft during a layover. Food options available were pretty poor. They did not have most of the things printed on the menu. On the return leg the flight was on time to CCU from Port Blair. However there was a delay in CCU due to some mechanical failure. Had to wait it out at the airport. SpiceJet has an on time guarantee service. A few days later we received a complimentary RS.500 coupon to avail on spice jet flights. Overall pretty professionally handled delay.,NA,NA,Economy Class,NA,NA,3,3,1,N/A,NA,NA,4,yes
610,1st September 2014,Jezrel Sabaduquia,SpiceJet customer review,NA,DEL-DXB. Check-in was chaotic but ground staff were efficient and helpful. Flight on a new 737 but legroom was tight but the seats were ok for a short 3 hour flight. Service was extremely inefficient it felt like the cabin crew did not go through proper training. It took them more than 2 hours to service the entire aircraft and we were lucky enough that we pre-ordered our meals beforehand. Also they served our meals first before our drinks which should have been the other way around. We nearly choked waiting for our beverage. Food however was of excellent quality. The quality and quantity were great and while it was just a basic meal the taste far exceeds that of other major airlines like Emirates. Overall a mediocre flight. While crew was a just a little bit friendly the service efficiency was just a disaster.,NA,NA,Economy Class,NA,NA,3,1,5,1,NA,NA,3,no
611,28th August 2014,Ashutosh Garg,SpiceJet customer review,NA,Delhi-Dubai-Delhi on Boeing 737. Both Flights on time. Spicejet doesn't have IFE and food and beverages are buy on board. Seats have no leg room at all. Staff is ok (if not great). Overall flight is not recommended. Indigo airlines is a much better option.,NA,NA,Economy Class,NA,NA,1,3,N/A,1,NA,NA,4,no
612,1st July 2014,Aamir Keruwala,SpiceJet customer review,NA,SG 275. The flight was excellent and the crew members were friendly. The flight landed 30 mins ahead of time and I will choose Spicejet again in the future. However the flight should have some entertainment.,NA,NA,Economy Class,NA,NA,4,5,N/A,1,NA,NA,5,yes
613,20th June 2014,Rahul Srivastava,SpiceJet customer review,NA,Recently took flight from Delhi to Aurangabad on 7th June 2014. Departure time was 10am. Check in was smooth. We were bussed to the aircraft. The bus was air conditioned and well maintained. Though the flight took off 15 mins behind schedule it landed at Aurangabad on time. The aircraft was well maintained and the staff were very helpful. Will certainly fly Spicejet again.,NA,NA,Economy Class,NA,NA,4,4,4,2,NA,NA,5,yes
614,5th May 2014,Patil Durvankur,SpiceJet customer review,NA,I travelled by Spicejet flight (SG-248/247) from Mumbai to Goa and back. Both times the flight was delayed by 15-30 minutes from the scheduled departure. The biggest let down about Spicejet is the fact that they have a very extensive food menu but they don't have any food or beverages onboard (except for water). I had pre-booked and paid for a meal (Chicken Sandwich) for my onward flight which was never served to me. The reason given to me was that there was no food available onboard. Don't get fooled by the pre-booking discount (20%) they offer as they charge a convenience fee which eventually escalates the price more than buying the same meal on flight. The FA's just keep running from one end of the fuselage to the other carrying papers in their hand. I can't recommend Spicejet.,NA,NA,Economy Class,NA,NA,3,4,2,N/A,NA,NA,3,no
